word count,POS_Standardized,hebrew,transliteration,meaning,gematria ,prime factorization,,,,Is_Prime,Prime_Factor_Count,Contains_Factor_2,Contains_Factor_3,Numerical_Range,Semantic_Category
457,,שבוע,,week,ש=300 + ב=2 + ו=6 + ע=70 → 378,2 × 3³ × 7,2,3³,7,,,,,,
641,,בצורת,,drought,ב=2 + צ=90 + ו=6 + ר=200 + ת=400 → 698,2 × 349,2,349,,,,,,,
688,,בצורת,,drought,ב=2 + צ=90 + ו=6 + ר=200 + ת=400 → 698,2 × 349,2,349,,,,,,,
584,,רעידת אדמה,,earthquake,ר=200 + ע=70 + י=10 + ד=4 + ת=400 + א=1 + ד=4 + מ=40 + ה=5 → 734,2 × 367,2,367,,,,,,,
681,,רעידת אדמה,,earthquake,ר=200 + ע=70 + י=10 + ד=4 + ת=400 + א=1 + ד=4 + מ=40 + ה=5 → 734,2 × 367,2,367,,,,,,,
24,,עד,,,74,2 × 37,2,37,,,,,,,
24,,עד,,,74,2 × 37,2,37,,,,,,,
357,,סביב,,around,ס=60 + ב=2 + י=10 + ב=2 → 74,2 × 37,2,37,,,,,,,
535,,סוגה,,genus,ס=60 + ו=6 + ג=3 + ה=5 → 74,2 × 37,2,37,,,,,,,
297,,בשנות,,in the years of,ב=2 + ש=300 + נ=50 + ו=6 + ת=400 → 758,2 × 379,2,379,,,,,,,
222,,במיוחד,,especially,ב=2 + מ=40 + י=10 + ו=6 + כ=20 + ד=4 → 82,2 × 41,2,41,,,,,,,
242,,בעוד,,while,ב=2 + ע=70 + ו=6 + ד=4 → 82,2 × 41,2,41,,,,,,,
379,,מבלי,,without,מ=40 + ב=2 + ל=30 + י=10 → 82,2 × 41,2,41,,,,,,,
253,,ועוד,,and more / and still / plus,ו=6 + ע=70 + ו=6 + ד=4 → 86,2 × 43,2,43,,,,,,,
336,,כולל,,includes / including,כ=20 + ו=6 + ל=30 + ל=30 → 86,2 × 43,2,43,,,,,,,
343,,האלים,,the gods,ה=5 + א=1 + ל=30 + י=10 + ם=40 → 86,2 × 43,2,43,,,,,,,
369,,לנו,,for us / to us / slept overnight (pl.),ל=30 + נ=50 + ו=6 → 86,2 × 43,2,43,,,,,,,
301,,תוכנית,,program / plan,ת=400 + ו=6 + כ=20 + נ=50 + י=10 + ת=400 → 886,2 × 443,2,443,,,,,,,
296,,הגיעו,,arrived (pl.),ה=5 + ג=3 + י=10 + ע=70 + ו=6 → 94,2 × 47,2,47,,,,,,,
399,,הגוף,,the body,ה=5 + ג=3 + ו=6 + פ=80 → 94,2 × 47,2,47,,,,,,,
567,,חוף,,coast,ח=8 + ו=6 + ף=80 → 94,2 × 47,2,47,,,,,,,
568,,חוף,,shore,ח=8 + ו=6 + ף=80 → 94,2 × 47,2,47,,,,,,,
744,,מימד,,dimension,מ=40 + י=10 + מ=40 + ד=4 → 94,2 × 47,2,47,,,,,,,
391,,תקופת,,period of / era of,ת=400 + ק=100 + ו=6 + פ=80 + ת=400 → 986,2 × 493,2,493,,,,,,,
440,,אויב,,enemy,א=1 + ו=6 + ב=2 + א=1 → 10,2 × 5,2,5,,,,,,,
145,,מכן,,of that / from then / of you (f.pl.),מ=40 + כ=20 + ן=50 → 110,2 × 5 × 11,2,5,11,,,,,,
171,,כפי / קפי,,as / my palm / my spoon,כ=20 + פ=80 + י=10 → 110,2 × 5 × 11,2,5,11,,,,,,
255,,עלי / עלי,,on me / about me / go up (f.s. Imperative),ע=70 + ל=30 + י=10 → 110,2 × 5 × 11,2,5,11,,,,,,
540,,מוסד,,institution,מ=40 + ו=6 + ס=60 + ד=4 → 110,2 × 5 × 11,2,5,11,,,,,,
68,,לפני,,,30 + 80 + 10 + 50 = 170,2 × 5 × 17,2,5,17,,,,,,
571,,מעיין,,spring,מ=40 + ע=70 + י=10 + ן=50 → 170,2 × 5 × 17,2,5,17,,,,,,
594,,ענן,,cloud,ע=70 + נ=50 + ן=50 → 170,2 × 5 × 17,2,5,17,,,,,,
614,,ענן,,cloud formation,ע=70 + נ=50 + ן=50 → 170,2 × 5 × 17,2,5,17,,,,,,
671,,מעיין,,spring,מ=40 + ע=70 + י=10 + ן=50 → 170,2 × 5 × 17,2,5,17,,,,,,
932,,חום סמוי,,latent heat,ח=8 + ו=6 + ם=40 + ס=60 + מ=40 + ו=6 + י=10 → 170,2 × 5 × 17,2,5,17,,,,,,
623,,זריחה,,sunrise,ז=7 + ר=200 + ח=8 + י=10 + ה=5 → 230,2 × 5 × 23,2,5,23,,,,,,
234,,ערך / ערך / ערך,,value / edited / arranged / held (m.s.),ע=70 + ר=200 + ך=20 → 290,2 × 5 × 29,2,5,29,,,,,,
42,,יש,,,310,2 × 5 × 31,2,5,31,,,,,,
58,,שני,,,310,2 × 5 × 31,2,5,31,,,,,,
593,,רעם,,thunder,ר=200 + ע=70 + ם=40 → 310,2 × 5 × 31,2,5,31,,,,,,
613,,רעם,,thunderclap,ר=200 + ע=70 + ם=40 → 310,2 × 5 × 31,2,5,31,,,,,,
293,,לשם / לשם / לשם / לשם,,[to] there / [to/for] the name / for the sake of / opal,ל=30 + ש=300 + ם=40 → 370,2 × 5 × 37,2,5,37,,,,,,
313,,שכן / שכן,,neighbor (m.s.) / lived / dwelt (m.s.),ש=300 + כ=20 + ן=50 → 370,2 × 5 × 37,2,5,37,,,,,,
864,,כוח נורמלי,,normal force,כ=20 + ו=6 + ח=8 + נ=50 + ו=6 + ר=200 + מ=40 + ל=30 + י=10 → 370,2 × 5 × 37,2,5,37,,,,,,
99,,שנים,,years,300 + 50 + 10 + 50 = 410,2 × 5 × 41,2,5,41,,,,,,
471,,שמיני,,eighth,ש=300 + מ=40 + י=10 + נ=50 + י=10 → 410,2 × 5 × 41,2,5,41,,,,,,
611,,גאות,,storm surge,ג=3 + א=1 + ו=6 + ת=400 → 410,2 × 5 × 41,2,5,41,,,,,,
375,,תל,,hill,ת=400 + ל=30 → 430,2 × 5 × 43,2,5,43,,,,,,
576,,קרקע,,valley floor,ק=100 + ר=200 + ק=100 + ע=70 → 470,2 × 5 × 47,2,5,47,,,,,,
863,,משקל,,weight,מ=40 + ש=300 + ק=100 + ל=30 → 470,2 × 5 × 47,2,5,47,,,,,,
163,,כמעט,,almost,כ=20 + מ=40 + ע=70 + ת=400 → 530,2 × 5 × 53,2,5,53,,,,,,
473,,עשירי,,tenth,ע=70 + ש=300 + י=10 + ר=200 + י=10 → 590,2 × 5 × 59,2,5,59,,,,,,
3,,על,,,70,2 × 5 × 7,2,5,7,,,,,,
6,,עם,,,70,2 × 5 × 7,2,5,7,,,,,,
35,,עוד,,,70,2 × 5 × 7,2,5,7,,,,,,
226,,ככל,,the more / as far as,כ=20 + כ=20 + ל=30 → 70,2 × 5 × 7,2,5,7,,,,,,
232,,לכך,,to it,ל=30 + כ=20 + ך=20 → 70,2 × 5 × 7,2,5,7,,,,,,
489,,כן,,yes,כ=20 + ן=50 → 70,2 × 5 × 7,2,5,7,,,,,,
95,,מנת,,a portion of,40 + 50 + 400 = 490,2 × 5 × 7²,2,5,7²,,,,,,
526,,מְנָת,,portion,מ=40 + נ=50 + ת=400 → 490,2 × 5 × 7²,2,5,7²,,,,,,
276,,מערכת,,system / editorial board,מ=40 + ע=70 + ר=200 + כ=20 + ת=400 → 730,2 × 5 × 73,2,5,73,,,,,,
472,,תשיעי,,ninth,ת=400 + ש=300 + י=10 + ע=70 + י=10 → 790,2 × 5 × 79,2,5,79,,,,,,
619,,פתית,,snowflake,פ=80 + ת=400 + י=10 + ת=400 → 890,2 × 5 × 89,2,5,89,,,,,,
12,,כל,,,50,2 × 5²,2,5²,,,,,,,
173,,מי,,who,מ=40 + י=10 → 50,2 × 5²,2,5²,,,,,,,
258,,ים,,sea,י=10 + ם=40 → 50,2 × 5²,2,5²,,,,,,,
445,,ים,,sea,י=10 + ם=40 → 50,2 × 5²,2,5²,,,,,,,
480,,כל,,all,כ=20 + ל=30 → 50,2 × 5²,2,5²,,,,,,,
546,,אדמה,,land,א=1 + ד=4 + מ=40 + ה=5 → 50,2 × 5²,2,5²,,,,,,,
564,,ים,,sea,י=10 + ם=40 → 50,2 × 5²,2,5²,,,,,,,
655,,ים,,sea,י=10 + ם=40 → 50,2 × 5²,2,5²,,,,,,,
76,,ניתן,,,50 + 400 + 50 + 50 = 550,2 × 5² × 11,2,5²,11,,,,,,
156,,לעתים,,sometimes,ל=30 + ע=70 + ת=400 + י=10 + ם=40 → 550,2 × 5² × 11,2,5²,11,,,,,,
466,,שלישי,,third,ש=300 + ל=30 + י=10 + ש=300 + י=10 → 650,2 × 5² × 13,2,5²,13,,,,,,
263,,בתחילת,,at the beginning of,ב=2 + ת=400 + ח=8 + י=10 + ל=30 + ת=400 → 850,2 × 5² × 17,2,5²,17,,,,,,
554,,כיכר,,square,כ=20 + י=10 + כ=20 + ר=200 → 250,2 × 5² × 5,2,5²,5,,,,,,
762,,עבודה-אנרגיה,,work-energy,ע=70 + ב=2 + ד=4 + ה=5 + א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 350,2 × 5² × 7,2,5²,7,,,,,,
826,,עבודה-אנרגיה,,work-energy,ע=70 + ב=2 + ד=4 + ה=5 + א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 350,2 × 5² × 7,2,5²,7,,,,,,
37,,כמו,,,106,2 × 53,2,53,,,,,,,
152,,ועל,,and on / and about,ו=6 + ע=70 + ל=30 → 106,2 × 53,2,53,,,,,,,
204,,עליו,,on him / about him,ע=70 + ל=30 + ו=6 → 106,2 × 53,2,53,,,,,,,
286,,ולכן,,and therefore / and to/for you (f.pl.),ו=6 + ל=30 + כ=20 + ן=50 → 106,2 × 53,2,53,,,,,,,
845,,אמבט חום,,heat bath,א=1 + מ=40 + ב=2 + ט=9 + ח=8 + ו=6 + ם=40 → 106,2 × 53,2,53,,,,,,,
904,,מערכת מבודדת,,isolated system,מ=40 + ע=70 + ר=200 + כ=20 + ת=400 + מ=40 + ב=2 + ו=6 + ד=4 + ד=4 + ת=400 → 1186,2 × 593,2,593,,,,,,,
323,,חידק,,bacterium,ח=8 + י=10 + ד=4 + ק=100 → 122,2 × 61,2,61,,,,,,,
230,,עדיין,,still / yet,ע=70 + ד=4 + י=10 + ן=50 → 134,2 × 67,2,67,,,,,,,
853,,מסת יחסותית,,relativistic mass,מ=40 + ס=60 + ת=400 + י=10 + ח=8 + ס=60 + ו=6 + ת=400 + י=10 + ת=400 → 1394,2 × 697,2,697,,,,,,,
382,,יד,,hand,י=10 + ד=4 → 14,2 × 7,2,7,,,,,,,
380,,לרוב / לרוב,,mostly / to/for the majority,ל=30 + ר=200 + ו=6 + ב=2 → 238,2 × 7 × 17,2,7,17,,,,,,
328,,החדשה,,the new (f.s.),ה=5 + ח=8 + ד=4 + ש=300 + ה=5 → 322,2 × 7 × 23,2,7,23,,,,,,
97,,שונים,,different / various (m.pl.),300 + 6 + 50 + 10 + 40 = 406,2 × 7 × 29,2,7,29,,,,,,
150,,אתה,,you (m.s.),א=1 + ת=400 + ה=5 → 406,2 × 7 × 29,2,7,29,,,,,,
360,,אתה,,now,א=1 + ת=400 + ה=5 → 406,2 × 7 × 29,2,7,29,,,,,,
265,,המשפט,,the sentence / the trial,ה=5 + מ=40 + ש=300 + פ=80 + ט=9 → 434,2 × 7 × 31,2,7,31,,,,,,
407,,המשפט,,the judgment / verdict,ה=5 + מ=40 + ש=300 + פ=80 + ט=9 → 434,2 × 7 × 31,2,7,31,,,,,,
836,,מיקרו-סטט,,microstate,מ=40 + י=10 + ק=100 + ר=200 + ו=6 + ס=60 + ט=9 + ט=9 → 434,2 × 7 × 31,2,7,31,,,,,,
135,,מלחמת,,the war of,מ=40 + ל=30 + ח=8 + מ=40 + ת=400 → 518,2 × 7 × 37,2,7,37,,,,,,
846,,גרדיאנט טמפרטורה,,temperature gradient,ג=3 + ר=200 + ד=4 + י=10 + א=1 + נ=50 + ט=9 + ט=9 + מ=40 + פ=80 + ר=200 + ט=9 + ו=6 + ר=200 + ה=5 → 826,2 × 7 × 59,2,7,59,,,,,,
186,,בעולם,,in the world,ב=2 + ע=70 + ל=30 + מ=40 → 142,2 × 71,2,71,,,,,,,
330,,בפני,,in front of / in the presence of,ב=2 + פ=80 + נ=50 + י=10 → 142,2 × 71,2,71,,,,,,,
331,,בפני,,in front of me / in my presence,ב=2 + פ=80 + נ=50 + י=10 → 142,2 × 71,2,71,,,,,,,
603,,חמים,,warm,ח=8 + מ=40 + י=10 + ם=40 → 98,2 × 7²,2,7²,,,,,,,
86,,אולם,,,70 + 6 + 30 + 40 = 146,2 × 73,2,73,,,,,,,
267,,סוף,,end,ס=60 + ו=6 + ף=80 → 146,2 × 73,2,73,,,,,,,
311,,מיליון,,million,מ=40 + י=10 + ל=30 + י=10 + ו=6 + ן=50 → 146,2 × 73,2,73,,,,,,,
476,,מיליון,,millionth,מ=40 + י=10 + ל=30 + י=10 + ו=6 + ן=50 → 146,2 × 73,2,73,,,,,,,
510,,מיליון,,million,מ=40 + י=10 + ל=30 + י=10 + ו=6 + ן=50 → 146,2 × 73,2,73,,,,,,,
514,,מיליון,,million,מ=40 + י=10 + ל=30 + י=10 + ו=6 + ן=50 → 146,2 × 73,2,73,,,,,,,
903,,לא הפיך,,irreversible,ל=30 + א=1 + ה=5 + פ=80 + י=10 + כ=20 → 146,2 × 73,2,73,,,,,,,
924,,לא הפיך,,irreversible,ל=30 + א=1 + ה=5 + פ=80 + י=10 + כ=20 → 146,2 × 73,2,73,,,,,,,
945,,לא הפיך,,irreversible,ל=30 + א=1 + ה=5 + פ=80 + י=10 + כ=20 → 146,2 × 73,2,73,,,,,,,
732,,קבוע,,constant,ק=100 + ב=2 + ו=6 + ע=70 → 178,2 × 89,2,89,,,,,,,
742,,קבוע,,constant,ק=100 + ב=2 + ו=6 + ע=70 → 178,2 × 89,2,89,,,,,,,
860,,כוח נקי,,net force,כ=20 + ו=6 + ח=8 + נ=50 + ק=100 + י=10 → 194,2 × 97,2,97,,,,,,,
387,,בא,,coming / came (m.s.),ב=2 + א=1 → 3,3,3,,,,,,,,
435,,אב,,father,א=1 + ב=2 → 3,3,3,,,,,,,,
21,,אבל,,,3,3 (prime),3,,,,,,,,
21,,אבל,,,3,3 (prime),3,,,,,,,,
21,,אבל,,,3,3 (prime),3,,,,,,,,
266,,בצורה / בצורה,,in a way / in a shape / in a form / in the way / in the shape / in the form,ב=2 + צ=90 + ו=6 + ר=200 + ה=5 → 303,3 × 101,3,101,,,,,,,
366,,לארץ,,to the country / to Israel,ל=30 + א=1 + ר=200 + ץ=90 → 321,3 × 107,3,107,,,,,,,
692,,שביט,,comet,ש=300 + ב=2 + י=10 + ט=9 → 321,3 × 107,3,107,,,,,,,
78,,בעל,,,2 + 1 + 30 = 33,3 × 11,3,11,,,,,,,
714,,גל,,wave,ג=3 + ל=30 → 33,3 × 11,3,11,,,,,,,
791,,גל,,wave,ג=3 + ל=30 → 33,3 × 11,3,11,,,,,,,
295,,הכוח,,the power / the force / the strength,ה=5 + כ=20 + ו=6 + ח=8 → 39,3 × 13,3,13,,,,,,,
597,,טל,,dew,ט=9 + ל=30 → 39,3 × 13,3,13,,,,,,,
616,,טל,,dew drop,ט=9 + ל=30 → 39,3 × 13,3,13,,,,,,,
83,,אותה,,,6 + 400 + 5 = 411,3 × 137,3,137,,,,,,,
349,,הבית,,the house / the home,ה=5 + ב=2 + י=10 + ת=400 → 417,3 × 139,3,139,,,,,,,
172,,המשחק / המשחק,,the game / the one who plays,ה=5 + מ=40 + ש=300 + ח=8 + ק=100 → 453,3 × 151,3,151,,,,,,,
496,,אתמול,,yesterday,א=1 + ת=400 + מ=40 + ו=6 + ל=30 → 477,3 × 159,3,159,,,,,,,
27,,אשר,,,501,3 × 167,3,167,,,,,,,
134,,ראש,,head,ר=200 + א=1 + ש=300 → 501,3 × 167,3,167,,,,,,,
61,,אין,,,1 + 50 = 51,3 × 17,3,17,,,,,,,
89,,המאה,,,5 + 40 + 1 + 5 = 51,3 × 17,3,17,,,,,,,
636,,טמפרטורה,,temperature,ט=9 + מ=40 + פ=80 + ר=200 + ט=9 + ו=6 + ר=200 + ה=5 → 549,3 × 183,3,183,,,,,,,
91,,נגד,,against,50 + 3 + 4 = 57,3 × 19,3,19,,,,,,,
309,,בהן,,in them (f.),ב=2 + ה=5 + ן=50 → 57,3 × 19,3,19,,,,,,,
390,,תקופה,,period / era,ת=400 + ק=100 + ו=6 + פ=80 + ה=5 → 591,3 × 197,3,197,,,,,,,
529,,סט,,set,ס=60 + ט=9 → 69,3 × 23,3,23,,,,,,,
532,,סוג,,type,ס=60 + ו=6 + ג=3 → 69,3 × 23,3,23,,,,,,,
298,,בארצות / בארצות,,in countries / in the countries,ב=2 + א=1 + ר=200 + צ=90 + ו=6 + ת=400 → 699,3 × 233,3,233,,,,,,,
646,,סופת שלג,,blizzard,ס=60 + ו=6 + פ=80 + ת=400 + ש=300 + ל=30 + ג=3 → 879,3 × 293,3,293,,,,,,,
251,,צבא,,army,צ=90 + ב=2 + א=1 → 93,3 × 31,3,31,,,,,,,
461,,אלף,,thousand,א=1 + ל=30 + ף=80 → 111,3 × 37,3,37,,,,,,,
475,,אלף,,thousandth,א=1 + ל=30 + ף=80 → 111,3 × 37,3,37,,,,,,,
509,,אלף,,thousand,א=1 + ל=30 + ף=80 → 111,3 × 37,3,37,,,,,,,
511,,אלף,,thousand,א=1 + ל=30 + ף=80 → 111,3 × 37,3,37,,,,,,,
378,,ההנדסה,,the engineering,ה=5 + ה=5 + נ=50 + ד=4 + ס=60 + ה=5 → 129,3 × 43,3,43,,,,,,,
741,,נוסחה,,formula,נ=50 + ו=6 + ס=60 + ח=8 + ה=5 → 129,3 × 43,3,43,,,,,,,
8,,היה,,,15,3 × 5,3,5,,,,,,,
205,,אביב,,spring,א=1 + ב=2 + י=10 + ב=2 → 15,3 × 5,3,5,,,,,,,
632,,אביב,,spring (season),א=1 + ב=2 + י=10 + ב=2 → 15,3 × 5,3,5,,,,,,,
444,,נהר,,river,נ=50 + ה=5 + ר=200 → 255,3 × 5 × 17,3,5,17,,,,,,
209,,הספר / הספר / הספר,,the book / the border / the barber,ה=5 + ס=60 + פ=80 + ר=200 → 345,3 × 5 × 23,3,5,23,,,,,,
306,,שהם,,that they (m.) / that are (m.pl.),ש=300 + ה=5 + ם=40 → 345,3 × 5 × 23,3,5,23,,,,,,
517,,ספרה,,digit,ס=60 + פ=80 + ר=200 + ה=5 → 345,3 × 5 × 23,3,5,23,,,,,,
530,,כיתה,,class,כ=20 + י=10 + ת=400 + ה=5 → 435,3 × 5 × 29,3,5,29,,,,,,
579,,דלתא,,delta,ד=4 + ל=30 + ת=400 + א=1 → 435,3 × 5 × 29,3,5,29,,,,,,
841,,תנודה,,fluctuation,ת=400 + נ=50 + ו=6 + ד=4 + ה=5 → 465,3 × 5 × 31,3,5,31,,,,,,
320,,אחרות,,other (f.pl.) / others,א=1 + ח=8 + ר=200 + ו=6 + ת=400 → 615,3 × 5 × 41,3,5,41,,,,,,
278,,השמש / השמש,,the sun / the attendant,ה=5 + ש=300 + מ=40 + ש=300 → 645,3 × 5 × 43,3,5,43,,,,,,
273,,במסגרת / במסגרת,,in a frame / in a framework / in the frame / in the framework,ב=2 + מ=40 + ס=60 + ג=3 + ר=200 + ת=400 → 705,3 × 5 × 47,3,5,47,,,,,,
733,,משתנה,,variable,מ=40 + ש=300 + ת=400 + נ=50 + ה=5 → 795,3 × 5 × 53,3,5,53,,,,,,
707,,מסה,,mass,מ=40 + ס=60 + ה=5 → 105,3 × 5 × 7,3,5,7,,,,,,
105,,להם,,to them (m.),30 + 5 + 40 = 75,3 × 5²,3,5²,,,,,,,
118,,יהודים,,Jews,י=10 + ה=5 + ו=6 + ד=4 + י=10 + ם=40 → 75,3 × 5²,3,5²,,,,,,,
413,,להם,,to/for them (m.pl.),ל=30 + ה=5 + מ=40 → 75,3 × 5²,3,5²,,,,,,,
450,,לילה,,night,ל=30 + י=10 + ל=30 + ה=5 → 75,3 × 5²,3,5²,,,,,,,
499,,לילה,,night,ל=30 + י=10 + ל=30 + ה=5 → 75,3 × 5²,3,5²,,,,,,,
626,,לילה,,night,ל=30 + י=10 + ל=30 + ה=5 → 75,3 × 5²,3,5²,,,,,,,
833,,גיבס,,Gibbs,ג=3 + י=10 + ב=2 + ס=60 → 75,3 × 5²,3,5²,,,,,,,
397,,הייתי,,I was,ה=5 + י=10 + ת=400 + י=10 + ת=400 → 825,3 × 5² × 11,3,5²,11,,,,,,
639,,תחזית,,forecast,ת=400 + ח=8 + ז=7 + י=10 + ת=400 → 825,3 × 5² × 11,3,5²,11,,,,,,
254,,שלהם,,theirs,ש=300 + ל=30 + ה=5 + ם=40 → 375,3 × 5³,3,5³,,,,,,,
290,,קטן,,small / little (m.s.),ק=100 + ט=9 + ן=50 → 159,3 × 53,3,53,,,,,,,
452,,שעה,,hour,ש=300 + ע=70 + ה=5 → 375,3 × 5³,3,5³,,,,,,,
503,,שעה,,hour,ש=300 + ע=70 + ה=5 → 375,3 × 5³,3,5³,,,,,,,
834,,הלמולץ,,Helmholtz,ה=5 + ל=30 + מ=40 + ו=6 + ל=30 + ץ=90 → 201,3 × 67,3,67,,,,,,,
19,,היא,,,21,3 × 7,3,7,,,,,,,
23,,היו,,,21,3 × 7,3,7,,,,,,,
227,,היו,,that were,ה=5 + י=10 + ו=6 → 21,3 × 7,3,7,,,,,,,
500,,רגע,,moment,ר=200 + ג=3 + ע=70 → 273,3 × 7 × 13,3,7,13,,,,,,
365,,מחדש / מחדש,,from the beginning / renews / innovates (m.s.),מ=40 + ח=8 + ד=4 + ש=300 + ה=5 → 357,3 × 7 × 17,3,7,17,,,,,,
144,,באמצעות,,through / by way of / by,ב=2 + א=1 + מ=40 + צ=90 + ע=70 + ו=6 + ת=400 → 609,3 × 7 × 29,3,7,29,,,,,,
852,,מסת מנוחה,,rest mass,מ=40 + ס=60 + ת=400 + מ=40 + נ=50 + ו=6 + ח=8 + ה=5 → 609,3 × 7 × 29,3,7,29,,,,,,
761,,אנרגיה מועברת,,energy transferred,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 + מ=40 + ו=6 + ע=70 + ב=2 + ר=200 + ת=400 → 987,3 × 7 × 47,3,7,47,,,,,,
127,,אחרי,,after,א=1 + ח=8 + ר=200 + י=10 → 219,3 × 73,3,73,,,,,,,
673,,בריכה,,pond,ב=2 + ר=200 + י=10 + כ=20 + ה=5 → 237,3 × 79,3,79,,,,,,,
354,,המרד,,the rebellion,ה=5 + מ=40 + ר=200 + ד=4 → 249,3 × 83,3,83,,,,,,,
347,,ארץ,,country / land / earth,א=1 + ר=200 + ץ=90 → 291,3 × 97,3,97,,,,,,,
419,,ארץ,,earth / land,א=1 + ר=200 + ץ=90 → 291,3 × 97,3,97,,,,,,,
442,,ארץ,,country / land,א=1 + ר=200 + ץ=90 → 291,3 × 97,3,97,,,,,,,
545,,ארץ,,country,א=1 + ר=200 + ץ=90 → 291,3 × 97,3,97,,,,,,,
693,,אסטרואיד,,asteroid,א=1 + ס=60 + ט=9 + ר=200 + ו=6 + א=1 + י=10 + ד=4 → 291,3 × 97,3,97,,,,,,,
112,,הרב,,the many / the rabbi,ה=5 + ר=200 + ב=2 → 207,3² × 23,3,23,,,,,,,
805,,גרעין,,nucleus,ג=3 + ר=200 + ע=70 + י=10 + ן=50 → 333,3² × 37,3,37,,,,,,,
887,,טמפרטורה,,temperature,ט=9 + מ=40 + פ=80 + ר=200 + ט=9 + ו=6 + ר=200 + ה=5 → 549,3² × 61,3,61,,,,,,,
13,,ה,,,5,5 (prime),5,,,,,,,,
332,,הקמת,,(the) establishment of,ה=5 + ק=100 + מ=40 + ת=400 → 545,5 × 109,5,109,,,,,,,
868,,אנרגיית פוטנציאל,,potential energy,א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 + פ=80 + ו=6 + ט=9 + נ=50 + צ=90 + י=10 + א=1 + ל=30 → 545,5 × 109,5,109,,,,,,,
69,,הן,,,5 + 50 = 55,5 × 11,5,11,,,,,,,
121,,הים,,the sea,ה=5 + י=10 + ם=40 → 55,5 × 11,5,11,,,,,,,
260,,הכל,,everything,ה=5 + כ=20 + ל=30 → 55,5 × 11,5,11,,,,,,,
264,,האדמה,,the land / the earth / the soil / the ground,ה=5 + א=1 + ד=4 + מ=40 + ה=5 → 55,5 × 11,5,11,,,,,,,
272,,דומה,,similar,ד=4 + ו=6 + מ=40 + ה=5 → 55,5 × 11,5,11,,,,,,,
712,,צפיפות אנרגיה,,energy density,צ=90 + פ=80 + י=10 + פ=80 + ו=6 + ת=400 + א=1 + נ=50 + ר=200 + ג=3 + י=10 + ה=5 → 935,5 × 11 × 17,5,11,17,,,,,,
88,,כמה,,,20 + 40 + 5 = 65,5 × 13,5,13,,,,,,,
158,,מהם / מהם,,from them / what are (m.pl.),מ=40 + ה=5 + ם=40 → 85,5 × 17,5,17,,,,,,,
271,,פה / פה,,here / mouth,פ=80 + ה=5 → 85,5 × 17,5,17,,,,,,,
414,,להן,,to/for them (f.pl.),ל=30 + ה=5 + נ=50 → 85,5 × 17,5,17,,,,,,,
939,,תרמודינמיקה,,thermodynamics,ת=400 + ר=200 + מ=40 + ו=6 + ד=4 + י=10 + נ=50 + מ=40 + י=10 + ק=100 + ה=5 → 865,5 × 173,5,173,,,,,,,
224,,המים,,the water,ה=5 + מ=40 + י=10 + ם=40 → 95,5 × 19,5,19,,,,,,,
312,,המלך,,the king,ה=5 + מ=40 + ל=30 + ך=20 → 95,5 × 19,5,19,,,,,,,
404,,המלך,,the king / ruler,ה=5 + מ=40 + ל=30 + כ=20 → 95,5 × 19,5,19,,,,,,,
429,,מלכה,,queen,מ=40 + ל=30 + כ=20 + ה=5 → 95,5 × 19,5,19,,,,,,,
333,,אנחנו,,we,א=1 + נ=50 + ח=8 + נ=50 + ו=6 → 115,5 × 23,5,23,,,,,,,
351,,העם,,the people,ה=5 + ע=70 + ם=40 → 115,5 × 23,5,23,,,,,,,
400,,מבחינה,,from an aspect,מ=40 + ב=2 + ח=8 + י=10 + נ=50 + ה=5 → 115,5 × 23,5,23,,,,,,,
944,,הפיך,,reversible,ה=5 + פ=80 + י=10 + כ=20 → 115,5 × 23,5,23,,,,,,,
70,,העולם,,,5 + 70 + 30 + 40 + 10 = 155,5 × 31,5,31,,,,,,,
396,,הקהילה,,the community,ה=5 + ק=100 + י=10 + ה=5 + ל=30 + ה=5 → 155,5 × 31,5,31,,,,,,,
644,,טייפון,,typhoon,ט=9 + י=10 + פ=80 + ו=6 + ן=50 → 155,5 × 31,5,31,,,,,,,
326,,הר,,mountain,ה=5 + ר=200 → 205,5 × 41,5,41,,,,,,,
261,,הרי,,here is / you see / the mountains of,ה=5 + ר=200 + י=10 → 215,5 × 43,5,43,,,,,,,
537,,חברה,,society,ח=8 + ב=2 + ר=200 + ה=5 → 215,5 × 43,5,43,,,,,,,
541,,חברה,,company,ח=8 + ב=2 + ר=200 + ה=5 → 215,5 × 43,5,43,,,,,,,
126,,הארגון,,the organization,ה=5 + א=1 + ר=200 + ג=3 + ו=6 + ן=50 → 265,5 × 53,5,53,,,,,,,
515,,מיליארד,,billion,מ=40 + י=10 + ל=30 + י=10 + א=1 + ר=200 + ד=4 → 295,5 × 59,5,59,,,,,,,
244,,שלה,,hers,ש=300 + ל=30 + ה=5 → 335,5 × 67,5,67,,,,,,,
117,,לה,,to her,ל=30 + ה=5 → 35,5 × 7,5,7,,,,,,,
233,,יהודי,,Jew / Jewish (m.s.),י=10 + ה=5 + ו=6 + ד=4 + י=10 → 35,5 × 7,5,7,,,,,,,
